amount,ip_distance,device_type_id,time_of_day,tx_frequency,merchant_risk,account_age,location_deviation
63.89,20.9,1,11.47,1,0.12,77.26,4.02
17.64,4.49,2,15.41,2,0.39,464.48,0.17
43.17,6.88,1,16.43,3,0.19,1256.79,3.81
110.73,2.61,1,12.91,2,0.39,3650.0,17.14
48.1,6.71,3,16.39,4,0.12,828.52,7.54
72.92,18.37,1,14.01,1,0.09,2671.32,45.0
39.37,260.8,1,16.84,2,0.05,2738.44,1.98
23.1,374.98,2,16.84,4,0.43,1687.09,17.71
45.58,13.73,1,13.95,2,0.18,588.72,1.28
63.04,3.55,1,14.83,0,0.05,1310.68,3.43
30.58,237.13,2,12.6,2,0.14,2514.44,14.87
41.9,7.78,1,10.75,1,0.21,1906.28,9.68
24.72,40.9,1,14.5,3,0.23,830.0,13.0
115.75,245.43,2,11.07,1,0.39,2140.75,0.05
40.09,8.98,2,18.19,2,0.35,1835.87,13.69
148.65,18.65,2,16.28,2,0.1,138.16,7.7
157.37,5.07,2,13.7,0,0.14,331.58,0.58
47.05,17.3,1,19.33,0,0.08,1838.85,5.97
23.47,3.13,2,12.74,1,0.2,1448.0,3.17
10.46,1.94,2,13.22,0,0.08,483.73,83.1
16.58,6.32,1,13.19,3,0.27,750.24,4.73
17.84,1.6,3,13.87,0,0.21,3650.0,0.66
140.59,1.55,2,13.38,1,0.12,483.69,20.1
54.54,1.11,1,14.91,3,0.61,251.15,4.54
66.97,16.37,2,12.0,1,0.42,1134.94,0.07
9.46,16.85,2,14.26,0,0.67,192.29,8.19
20.36,75.22,1,12.91,1,0.26,105.32,3.36
97.25,2.61,2,14.13,1,0.29,2113.56,12.93
62.0,14.41,2,11.83,1,0.2,2113.32,0.01
44.77,2.23,2,12.27,1,0.14,1463.1,3.94
76.37,14.54,1,18.25,0,0.44,17.58,0.5
170.52,2.71,1,12.16,3,0.18,232.15,2.15
42.36,0.41,1,15.05,2,0.24,1571.77,1.3
52.67,21.12,2,12.93,3,0.15,1644.76,8.94
57.77,7.42,2,11.97,1,0.07,663.44,0.23
300.7,2.8,1,14.13,1,0.57,1820.66,8.82
10.36,3.36,1,12.26,1,0.27,1926.74,0.06
83.47,13.86,1,15.04,4,0.07,1684.48,9.6
45.88,14.53,2,13.75,0,0.12,1415.49,56.4
76.49,0.04,2,16.67,1,0.19,1734.49,10.89
30.54,19.49,1,11.39,1,0.2,123.69,2.76
48.2,30.83,1,14.55,2,0.25,733.07,6.31
85.25,25.87,1,14.74,1,0.19,577.06,14.2
516.31,13.58,1,12.01,1,0.09,57.56,3.49
91.66,4.48,2,12.67,0,0.15,3650.0,1.01
26.47,20.72,1,11.15,1,0.15,762.85,0.52
36.39,6.08,1,10.88,2,0.14,1790.35,1.8
35.59,3.15,2,13.76,0,0.12,560.52,10.02
13.0,373.48,3,15.61,0,0.09,384.02,4.38
39.03,2.51,3,13.74,4,0.24,726.94,2.24
86.63,11.33,3,13.82,1,0.26,156.78,11.26
19.23,12.1,2,11.4,1,0.06,205.79,0.29
109.77,27.19,2,9.8,1,0.04,60.2,5.06
72.09,3.87,2,14.68,0,0.43,1954.58,0.43
28.83,5.84,2,12.68,1,0.48,784.09,3.88
44.96,11.47,3,10.4,2,0.3,3650.0,0.74
165.8,9.14,1,12.91,0,0.11,1756.93,0.83
86.68,10.06,1,14.5,2,0.29,805.73,3.3
50.33,22.73,1,14.81,2,0.14,753.84,1.39
41.84,16.73,2,14.4,3,0.4,698.68,10.91
52.96,5.28,2,12.61,1,0.11,58.01,2.3
34.06,19.62,2,15.19,0,0.27,55.38,0.48
10.31,383.85,1,13.96,0,0.02,672.37,78.21
231.29,5.79,1,12.25,1,0.37,2298.81,3.63
56.18,11.26,3,11.77,1,0.04,1048.94,4.93
67.4,13.11,1,14.39,0,0.52,758.09,8.33
47.87,2.16,1,15.74,0,0.1,955.06,2.49
28.81,48.02,2,15.19,3,0.16,376.0,11.67
43.49,19.03,1,14.33,3,0.38,429.98,1.13
15.07,3.41,1,15.27,0,0.04,1348.1,10.7
275.84,2.35,1,18.74,3,0.06,234.11,1.97
19.81,36.93,1,14.58,1,0.35,187.64,1.48
23.06,1.28,1,14.31,2,0.21,731.71,6.78
35.94,13.7,1,15.09,1,0.15,1351.74,3.27
131.38,23.54,1,15.5,0,0.16,366.1,8.52
50.55,32.18,1,11.33,1,0.26,536.36,6.74
19.78,169.73,2,14.35,1,0.19,797.51,0.37
128.1,10.89,1,16.01,2,0.13,2191.29,24.73
86.51,9.45,1,17.49,0,0.21,983.1,0.74
74.88,1.16,1,14.04,1,0.14,1926.0,7.14
85.53,2.75,1,13.09,1,0.12,488.74,0.71
301.21,8.01,1,14.33,4,0.24,885.98,0.8
257.45,5.75,1,12.71,0,0.38,1051.85,16.4
29.87,33.19,3,17.14,3,0.29,2456.82,8.08
169.01,15.32,3,14.96,2,0.15,1644.45,0.24
66.65,5.43,2,13.89,0,0.13,158.1,2.11
72.7,16.0,1,16.23,2,0.25,1115.77,0.79
14.05,34.89,2,11.69,0,0.08,53.53,4.39
44.0,17.85,1,9.86,2,0.06,3650.0,3.36
27.18,15.52,2,14.84,0,0.06,525.94,33.45
93.04,11.0,1,16.15,5,0.24,1103.44,68.24
111.65,6.72,2,13.72,1,0.14,207.87,10.55
10.55,1.19,3,12.64,1,0.14,1522.52,3.86
49.18,0.66,1,12.09,3,0.06,1187.9,6.34
115.98,0.66,1,11.53,0,0.21,431.05,3.07
43.47,46.53,1,15.33,3,0.07,446.24,4.37
86.39,10.38,1,15.64,1,0.08,1143.04,3.2
65.07,1.06,3,15.84,0,0.09,459.19,1.13
64.6,52.88,1,14.01,0,0.22,2990.1,25.11
40.79,27.36,1,11.69,2,0.26,392.65,6.93
20.08,1.87,2,12.57,0,0.07,310.54,12.09
21.56,8.95,1,15.2,2,0.48,1430.7,7.97
85.12,0.83,1,11.93,1,0.16,110.13,1.5
50.74,2.21,1,13.8,1,0.38,827.52,22.4
45.07,15.64,2,11.97,0,0.02,976.69,8.48
36.38,3.84,1,12.61,2,0.05,368.15,0.05
39.77,11.54,2,11.7,1,0.15,3016.36,2.95
109.64,9.59,1,14.03,5,0.26,537.96,14.77
38.88,2.45,1,11.07,2,0.28,328.62,3.37
18.29,10.79,1,12.48,5,0.04,1153.19,2.46
87.34,15.31,3,15.7,1,0.3,1277.36,5.42
42.88,31.77,1,16.1,1,0.44,556.74,3.16
51.19,14.27,1,15.34,2,0.14,200.09,10.91
166.95,9.07,3,16.83,3,0.11,999.18,4.78
49.23,9.96,3,11.36,1,0.46,285.99,0.26
62.11,0.14,2,13.82,0,0.27,251.74,58.19
20.65,2.75,1,14.15,0,0.23,862.5,1.89
42.41,4.2,1,17.9,2,0.04,3650.0,10.98
78.98,19.01,1,13.53,1,0.06,1179.83,2.76
15.57,7.16,2,15.6,0,0.38,1661.92,8.04
58.13,3.17,1,17.39,1,0.25,1248.5,6.58
53.93,14.76,1,14.26,2,0.08,465.99,3.07
51.57,12.35,1,13.06,2,0.42,2373.27,2.45
108.84,5.24,1,13.23,3,0.06,1653.67,1.64
64.25,2.15,2,10.58,1,0.4,1174.27,3.7
151.5,39.35,2,13.08,2,0.24,779.45,0.13
23.73,4.85,2,11.16,3,0.11,449.03,12.03
55.37,2.02,1,15.56,2,0.33,597.09,8.82
53.27,0.43,2,10.88,2,0.12,371.79,2.52
22.42,0.48,1,14.78,1,0.29,2527.45,37.92
102.44,9.01,1,16.28,1,0.06,398.47,1.44
285.87,6.47,1,15.46,1,0.13,2773.73,4.81
49.37,2.57,1,13.03,6,0.08,585.42,20.16
73.02,19.15,1,15.53,3,0.11,1816.83,0.78
53.27,17.54,1,14.02,1,0.13,289.62,0.43
29.28,14.91,3,13.09,3,0.19,3357.05,4.26
12.76,1.47,3,13.27,4,0.08,2274.08,6.16
29.45,0.73,1,14.89,1,0.04,1201.71,3.81
17.6,7.8,1,10.89,1,0.31,2517.18,1.43
179.49,6.96,1,12.99,2,0.38,971.32,3.85
45.86,26.92,1,14.75,0,0.19,14.49,2.73
38.57,1.53,1,12.97,2,0.26,289.52,96.91
97.41,29.42,1,11.42,1,0.36,93.64,4.98
21.56,0.42,2,12.22,1,0.13,67.94,2.29
28.13,0.53,1,14.34,1,0.11,636.06,0.56
52.62,10.09,1,14.97,1,0.3,3650.0,8.34
108.16,22.01,2,16.17,1,0.19,500.67,3.89
72.84,7.62,2,15.56,2,0.3,3424.8,3.11
60.24,6.56,1,15.54,3,0.34,2215.87,1.11
53.02,8.45,1,10.16,2,0.1,193.41,0.98
67.5,18.1,3,15.51,1,0.23,2149.9,3.48
58.16,9.57,2,12.97,1,0.21,297.72,0.02
23.09,16.01,1,11.12,3,0.13,53.93,11.69
51.76,1.71,2,15.12,2,0.28,127.91,1.31
22.35,6.54,1,14.36,4,0.13,726.59,0.98
53.13,1.12,2,15.77,2,0.48,977.52,30.98
34.87,21.96,1,12.93,1,0.14,25.32,0.81
335.81,2.68,1,13.99,1,0.45,1215.87,0.71
48.53,1.11,2,10.4,0,0.06,76.69,3.63
17.44,25.6,2,17.92,0,0.45,1050.36,20.18
45.21,11.79,1,11.32,1,0.23,61.59,0.59
73.81,274.18,1,12.38,3,0.28,355.6,3.39
175.4,14.5,1,11.94,0,0.1,2154.03,2.4
32.13,22.76,1,14.41,2,0.38,3221.99,2.93
15.26,6.8,1,12.3,2,0.22,53.76,11.61
92.26,10.69,2,16.16,2,0.39,1732.9,11.51
17.75,24.8,1,14.63,2,0.24,918.09,3.44
36.05,2.6,2,11.02,1,0.05,2724.98,4.69
41.22,3.68,2,15.56,3,0.56,490.89,8.56
47.46,1.43,1,15.82,1,0.02,1156.78,15.6
83.84,0.86,2,12.54,2,0.21,88.37,40.73
29.94,5.92,3,11.71,1,0.02,360.79,1.87
40.72,398.46,1,14.8,2,0.2,624.53,1.04
49.47,17.65,3,15.32,2,0.29,566.55,4.02
55.94,13.08,2,11.99,2,0.33,1494.13,58.07
53.81,11.72,1,15.85,2,0.45,102.46,10.02
69.34,0.76,1,12.85,1,0.16,61.25,3.53
94.15,0.66,2,16.37,3,0.19,87.76,1.47
67.12,245.74,1,10.84,0,0.38,10.0,40.58
70.26,15.08,2,12.53,2,0.3,348.98,0.61
15.26,6.76,2,13.58,2,0.15,2497.71,0.97
51.92,0.34,1,12.02,0,0.1,1190.66,2.41
71.64,3.32,1,13.94,3,0.22,409.75,10.8
86.38,0.79,1,13.31,1,0.23,230.11,1.63
29.75,4.03,1,13.58,1,0.19,1300.08,1.98
30.5,21.23,2,13.19,0,0.12,1189.95,7.22
32.51,9.99,1,11.42,1,0.15,917.31,3.3
74.76,358.79,1,13.95,1,0.23,2065.9,2.79
108.57,2.58,1,13.75,1,0.37,948.48,0.35
36.83,12.56,2,11.98,1,0.02,450.47,2.06
98.79,399.0,1,16.5,0,0.26,1330.62,8.88
54.85,6.48,3,14.63,1,0.18,270.75,2.82
45.55,9.5,2,15.44,0,0.15,955.54,13.84
42.67,172.31,2,12.38,1,0.25,38.35,2.0
87.53,31.78,1,9.38,2,0.36,557.03,4.82
63.83,45.78,1,17.49,2,0.37,85.15,2.55
275.58,25.1,1,14.34,2,0.06,3314.98,3.98
26.39,5.37,1,14.73,0,0.17,162.42,8.5
73.74,12.58,2,14.64,0,0.28,361.96,0.82
33.62,34.69,1,14.8,2,0.05,305.83,1.07
26.05,2.05,1,11.87,2,0.18,377.53,0.73
49.59,1.0,2,11.94,1,0.14,586.26,2.77
55.43,6.26,1,11.95,0,0.29,307.78,1.2
446.15,8.59,1,15.1,1,0.18,472.61,6.09
43.55,5.28,1,11.57,0,0.07,310.24,10.81
21.42,5.33,2,10.94,5,0.06,3650.0,1.91
61.36,21.34,1,12.71,1,0.13,339.96,1.01
10.55,4.19,2,13.46,1,0.15,360.9,3.85
46.67,2.23,1,13.9,2,0.2,462.62,27.62
50.6,1.84,1,13.03,1,0.3,992.68,18.61
90.74,86.54,2,14.97,1,0.45,3510.49,2.86
103.78,10.34,2,16.33,2,0.27,887.23,8.86
34.27,2.66,1,14.1,2,0.23,3650.0,7.49
44.66,18.93,2,16.32,2,0.16,424.9,0.94
28.15,7.34,1,15.1,0,0.23,2530.31,1.55
21.46,2.83,2,12.09,2,0.2,492.81,32.79
63.08,499.85,2,12.31,1,0.28,990.74,0.52
19.24,22.01,1,12.21,2,0.09,53.18,4.79
36.64,13.05,3,13.62,1,0.47,10.0,3.78
23.7,70.7,1,13.44,1,0.08,255.28,17.88
75.51,4.8,2,15.19,2,0.21,39.44,2.17
193.08,94.96,3,13.69,3,0.12,551.18,8.69
18.84,12.72,1,14.5,0,0.28,591.67,7.44
12.46,246.36,1,11.66,1,0.1,3098.52,0.48
45.53,9.85,2,14.48,2,0.13,190.29,10.17
50.59,27.02,1,13.04,1,0.13,602.76,0.9
58.91,247.16,2,12.9,4,0.12,367.94,1.11
35.78,344.64,1,12.71,1,0.06,61.73,3.31
43.01,0.47,2,17.02,1,0.06,112.92,2.77
65.87,11.35,1,11.64,1,0.08,2098.61,9.21
109.11,1.61,1,15.35,0,0.5,506.6,12.64
11.54,9.4,2,13.91,3,0.14,1450.82,2.03
37.91,21.78,2,11.28,1,0.11,595.51,7.36
58.7,16.09,1,13.4,2,0.29,2441.87,48.66
25.12,1.62,1,9.33,2,0.22,1211.23,3.53
183.17,1.18,2,17.44,1,0.3,417.13,1.76
31.05,3.14,2,13.26,0,0.35,1985.9,5.58
48.48,22.85,2,16.23,4,0.13,90.99,0.07
75.87,0.29,2,16.69,2,0.36,79.09,17.4
32.09,0.72,1,12.86,0,0.42,809.34,3.63
12.52,2.88,2,14.06,1,0.14,1314.19,2.52
36.25,98.15,2,14.37,0,0.22,918.69,7.27
108.21,20.06,1,17.8,1,0.08,1086.67,10.8
38.84,13.95,1,13.62,2,0.16,301.95,8.07
26.5,21.6,1,13.89,3,0.15,2103.16,11.12
100.11,5.03,2,11.2,1,0.34,3566.52,6.12
39.01,3.79,2,12.21,2,0.23,491.59,0.38
34.1,37.01,2,13.0,2,0.11,525.79,5.52
55.93,17.61,1,16.6,0,0.17,604.72,3.27
89.13,9.07,2,17.79,2,0.26,223.27,12.77
298.36,0.41,2,15.0,4,0.06,152.06,2.75
92.99,2.75,1,14.7,1,0.24,1500.24,3.24
119.33,12.59,1,15.37,2,0.01,932.24,17.69
34.21,4.73,2,12.63,4,0.13,162.89,2.11
23.16,37.02,3,16.78,2,0.53,685.17,5.49
52.39,34.01,1,11.14,1,0.14,3650.0,6.32
54.18,9.09,1,13.09,1,0.29,747.79,5.28
22.27,2.38,1,15.31,3,0.18,2433.17,5.11
43.84,6.3,1,13.04,0,0.24,1804.93,6.36
67.46,372.21,1,18.94,1,0.24,117.15,7.99
65.52,29.47,1,15.34,2,0.37,518.52,0.72
72.98,4.69,2,15.97,0,0.32,820.35,12.09
62.19,18.56,2,12.48,3,0.15,1047.82,6.22
34.18,2.71,1,15.93,2,0.05,344.52,5.21
34.01,12.62,2,15.62,1,0.11,10.0,7.92
20.34,27.46,2,17.13,2,0.31,370.54,10.17
190.68,7.32,1,9.62,4,0.25,835.9,8.15
50.51,2.05,1,12.44,0,0.3,431.67,7.69
42.24,28.87,2,14.67,2,0.2,479.24,2.11
24.91,1.35,2,14.73,4,0.07,1812.08,19.96
452.04,9.81,1,13.91,0,0.08,539.44,0.39
22.35,3.92,1,10.94,2,0.27,3452.28,3.68
36.25,2.04,2,14.39,2,0.11,179.16,11.53
68.3,15.1,1,14.62,1,0.32,94.39,3.61
78.43,209.62,2,13.99,2,0.24,239.41,8.16
102.56,17.91,2,13.93,1,0.17,92.1,63.01
193.98,2.24,1,15.88,1,0.14,286.9,3.37
73.09,15.08,1,13.69,1,0.07,784.77,3.53
22.65,7.02,1,11.5,6,0.1,299.51,2.05
41.24,3.52,1,16.81,1,0.23,1704.29,0.98
62.99,26.12,1,16.69,0,0.17,444.35,2.97
235.85,191.31,2,13.92,2,0.17,517.22,7.71
17.53,0.09,1,15.75,2,0.3,90.83,14.57
123.22,14.8,1,10.95,0,0.21,315.46,4.39
57.22,14.26,2,13.71,0,0.07,128.37,2.78
93.73,12.2,2,10.57,0,0.32,264.79,27.24
46.32,415.58,3,16.25,2,0.12,1074.58,4.55
26.58,9.31,1,11.01,1,0.04,480.83,0.55
87.81,9.89,1,13.18,2,0.11,19.31,0.37
81.68,12.0,1,14.43,3,0.32,311.16,1.86
103.65,1.11,1,15.65,1,0.08,2051.64,13.49
49.5,1.64,2,15.05,1,0.26,474.64,16.91
31.89,1.05,1,16.29,1,0.22,827.47,1.13
15.53,9.49,2,15.61,4,0.21,651.52,6.15
92.44,18.09,1,16.62,1,0.29,3636.47,7.43
68.71,6.11,1,10.49,2,0.03,326.81,3.09
24.23,0.76,2,13.03,2,0.17,1227.82,22.04
33.38,231.94,1,14.9,1,0.28,907.3,7.13
35.23,3.45,1,17.15,1,0.23,966.31,1.25
16.44,9.0,1,12.99,2,0.34,1642.24,8.89
27.08,13.34,3,17.93,1,0.07,182.53,4.3
21.36,27.17,1,14.71,4,0.49,1858.58,4.84
36.7,2.89,1,12.58,1,0.32,109.09,0.69
28.73,4.99,2,11.69,4,0.12,1092.72,1.94
14.76,4.04,2,15.47,3,0.09,232.15,7.87
227.91,1.52,2,12.72,2,0.08,1027.6,14.3
127.92,40.52,1,13.46,1,0.23,122.59,4.41
27.88,1.98,3,14.32,0,0.09,1236.45,15.23
61.33,7.96,2,14.4,1,0.16,388.44,6.16
68.38,31.66,1,17.82,1,0.21,1094.05,3.78
122.16,1.93,1,14.79,1,0.14,792.79,14.89
27.06,2.79,3,12.79,0,0.18,254.46,0.78
113.42,31.94,2,12.51,3,0.11,758.58,0.24
33.15,322.08,2,17.33,2,0.28,173.19,0.45
18.36,2.3,2,12.97,2,0.15,3650.0,7.43
86.07,14.83,1,15.17,1,0.26,907.21,3.62
131.64,1.18,1,14.38,1,0.23,714.68,0.38
348.26,29.6,1,14.84,2,0.13,2507.77,8.48
20.33,0.9,1,16.8,2,0.21,357.01,3.08
84.45,0.27,1,14.57,2,0.33,259.03,5.05
36.77,3.46,1,15.63,0,0.31,1012.05,4.6
89.98,0.12,2,14.61,5,0.13,2380.81,2.3
16.6,3.56,1,13.09,0,0.39,1049.43,1.47
19.39,5.01,1,14.99,2,0.18,22.04,9.48
27.94,5.57,2,12.7,1,0.4,1984.95,2.44
53.05,4.84,2,11.67,1,0.23,352.93,1.86
30.91,0.81,1,15.16,0,0.15,2033.57,10.65
81.97,20.87,2,14.93,0,0.18,3650.0,11.7
108.01,13.54,2,14.72,1,0.06,1053.62,5.03
78.39,1.56,1,13.95,0,0.15,329.43,9.74
168.36,0.25,1,13.86,2,0.23,255.98,7.84
68.3,5.29,1,11.83,0,0.01,1219.11,5.4
20.07,4.8,2,10.28,1,0.11,55.27,30.71
139.01,400.36,1,15.78,1,0.12,1050.31,0.89
31.76,3.57,1,15.75,1,0.33,369.96,3.37
98.97,7.14,2,13.5,1,0.32,10.0,2.97
162.77,0.96,1,16.94,3,0.18,1003.81,12.18
70.42,0.18,1,15.0,2,0.03,872.12,68.76
16.28,24.43,1,14.68,1,0.1,752.43,0.83
25.11,3.42,1,18.04,2,0.19,285.91,8.99
134.84,9.85,2,11.49,1,0.08,2460.98,6.02
44.04,5.01,2,13.91,0,0.02,32.61,1.61
53.07,10.3,1,12.3,1,0.42,117.25,3.71
88.34,6.2,1,13.26,1,0.35,491.86,0.02
84.29,0.29,1,13.87,0,0.06,492.32,1.9
61.63,9.76,3,13.91,1,0.2,136.97,0.1
42.76,4.76,2,11.85,0,0.15,3650.0,6.35
39.55,4.68,1,14.14,2,0.06,3650.0,4.66
95.15,6.18,1,12.35,0,0.3,1483.71,91.33
75.73,7.83,1,16.39,0,0.09,362.8,3.56
41.23,35.82,1,15.53,0,0.13,417.2,1.36
112.57,11.61,3,14.69,3,0.1,2224.41,14.14
45.39,13.4,2,13.05,3,0.18,10.0,0.07
26.4,0.94,2,14.31,0,0.04,169.01,4.64
28.3,11.11,1,15.41,1,0.13,327.24,0.83
24.0,7.98,1,13.32,2,0.17,3650.0,3.78
40.76,19.33,1,10.82,0,0.2,46.4,6.91
126.13,384.14,1,15.44,3,0.11,1045.74,2.36
27.34,3.63,1,15.06,3,0.38,1658.42,10.72
57.59,7.74,1,14.64,0,0.06,110.03,4.77
30.55,0.44,1,12.48,1,0.34,132.21,7.38
41.13,10.64,1,15.92,2,0.14,329.45,4.17
16.11,12.31,3,16.3,1,0.42,885.91,8.09
42.38,9.36,3,14.56,1,0.11,282.1,29.18
43.24,18.1,1,13.21,1,0.3,703.83,0.56
74.98,24.22,1,13.25,2,0.17,209.04,6.41
59.11,8.49,1,13.21,2,0.34,1392.25,0.77
20.35,0.76,2,13.12,2,0.17,518.56,0.8
112.75,5.14,3,13.29,1,0.24,233.6,2.23
58.54,35.77,2,14.65,3,0.13,1596.09,4.3
58.02,1.76,2,15.79,0,0.36,274.76,83.93
49.66,77.47,1,16.9,1,0.1,732.86,4.45
33.91,9.47,1,12.17,1,0.28,37.22,7.67
58.87,45.78,1,12.5,1,0.31,371.69,2.45
71.43,1.09,2,15.69,2,0.16,190.11,2.46
13.49,17.78,1,12.17,3,0.22,295.29,2.16
33.38,5.25,2,11.68,1,0.17,3650.0,4.79
41.3,0.64,2,12.11,0,0.18,462.21,1.69
60.59,7.92,1,13.65,3,0.11,161.4,0.01
122.36,316.26,3,17.27,1,0.08,3650.0,4.81
28.03,22.51,1,13.74,2,0.44,356.63,5.2
34.42,295.37,3,14.55,1,0.01,1353.99,1.86
34.04,14.52,3,11.6,1,0.38,2164.54,2.61
27.41,1.55,1,16.15,1,0.29,434.53,2.27
38.54,455.56,1,15.74,1,0.6,1035.95,0.83
89.13,17.83,1,13.06,2,0.24,54.46,0.81
22.68,281.53,2,12.63,3,0.08,500.06,46.58
68.92,20.98,1,15.92,1,0.19,2260.78,3.74
13.95,2.9,3,13.55,5,0.11,1616.19,0.81
32.82,23.87,1,12.67,2,0.16,280.3,0.79
39.05,7.66,2,13.27,0,0.22,18.71,24.8
175.59,6.76,3,14.48,3,0.12,964.27,4.52
40.69,10.51,2,15.46,2,0.27,127.68,8.8
9.59,9.32,1,14.65,2,0.13,1685.16,2.17
11.17,37.34,1,14.54,2,0.27,627.81,1.55
51.29,2.97,1,13.52,1,0.1,506.42,8.85
79.23,13.93,1,14.29,6,0.22,283.89,1.12
66.26,4.51,1,13.22,0,0.09,796.83,4.42
56.7,9.4,1,13.46,0,0.4,1714.9,35.96
119.55,2.22,2,16.84,2,0.12,638.08,6.55
33.36,9.01,1,14.08,0,0.18,102.18,2.63
97.83,0.18,2,13.26,4,0.29,814.58,81.69
14.7,0.34,1,12.65,0,0.16,395.74,3.8
25.36,4.49,1,9.6,3,0.4,726.56,1.88
12.89,33.82,1,18.17,1,0.18,89.94,2.09
40.69,0.56,1,18.39,2,0.4,77.3,1.69
48.29,1.25,1,15.26,0,0.26,1328.71,0.42
54.47,0.69,2,11.93,2,0.11,670.64,0.57
52.38,23.26,3,19.47,0,0.14,523.32,7.49
24.94,7.37,1,11.19,1,0.26,3078.44,14.03
43.35,8.41,1,14.79,1,0.13,214.12,3.51
16.26,1.57,1,10.57,2,0.38,2362.06,1.05
139.0,3.74,2,9.66,2,0.39,1788.59,7.48
39.82,8.02,2,14.46,1,0.3,755.33,3.36
34.65,10.66,2,14.72,1,0.2,601.15,5.16
164.63,5.25,1,14.24,1,0.12,133.05,13.36
19.69,5.9,1,16.99,4,0.05,463.37,0.56
21.5,168.6,1,13.9,2,0.38,779.27,0.79
21.97,265.86,2,15.62,0,0.09,435.41,2.92
47.52,3.42,1,12.43,2,0.35,2499.21,4.19
69.11,0.79,2,16.59,2,0.17,46.04,2.56
87.08,10.29,1,16.76,3,0.1,359.2,6.6
344.13,15.07,1,13.49,0,0.19,2662.92,3.06
9.25,15.33,1,14.75,2,0.35,85.25,4.75
78.93,12.2,2,12.6,2,0.15,627.13,2.22
32.92,112.01,1,13.56,1,0.1,1378.14,0.81
32.21,10.71,3,15.47,1,0.06,412.76,7.75
31.41,11.41,1,14.97,0,0.43,1656.35,5.66
25.29,28.05,1,10.54,0,0.16,161.42,10.14
176.87,1.41,1,11.73,1,0.21,3650.0,0.06
94.04,12.02,2,12.82,0,0.04,1030.78,23.84
50.88,8.02,1,14.44,1,0.13,347.93,6.55
137.73,1.5,1,12.16,1,0.26,72.83,3.31
16.08,0.12,1,11.17,2,0.06,814.61,4.7
18.43,7.07,1,8.74,4,0.1,887.74,5.73
9.76,0.45,2,18.17,1,0.25,583.6,5.08
29.59,12.81,1,14.4,3,0.27,2782.3,0.14
56.45,4.11,2,11.11,1,0.29,388.98,15.74
54.01,18.58,2,16.07,1,0.26,866.42,13.52
55.93,4.19,2,16.99,1,0.2,70.83,4.92
17.35,11.74,1,14.43,0,0.17,611.22,4.67
91.32,5.03,1,15.25,2,0.31,1537.52,2.7
59.84,19.51,3,16.62,2,0.05,1376.09,2.67
86.64,1.39,2,15.21,3,0.15,649.82,5.35
12.09,2.29,1,15.27,0,0.18,1944.99,98.26
63.16,2.82,1,10.93,4,0.34,2993.06,1.51
20.52,11.48,3,8.54,0,0.28,569.34,11.75
37.12,25.67,1,15.72,2,0.28,431.34,4.07
74.65,3.32,2,13.55,4,0.12,1003.82,5.02
53.54,2.1,1,13.09,0,0.38,3650.0,2.22
26.4,7.01,1,15.95,3,0.19,40.68,0.51
50.24,7.46,1,12.09,1,0.24,456.47,2.39
15.85,4.75,1,13.93,0,0.27,674.48,2.76
118.48,19.71,1,14.11,1,0.2,3650.0,9.98
42.87,4.74,2,15.38,3,0.11,1747.37,5.88
115.69,28.86,2,14.68,0,0.35,352.68,0.85
33.69,5.74,2,14.68,1,0.15,1527.22,0.95
33.76,6.14,2,13.19,2,0.16,233.63,4.34
28.19,4.1,1,13.24,1,0.4,891.97,1.19
96.46,256.16,1,14.68,0,0.05,40.8,3.23
29.37,4.96,3,13.0,2,0.15,552.31,2.92
81.08,2.09,1,12.34,4,0.24,1454.59,3.7
37.53,2.57,1,16.57,4,0.03,337.88,0.04
11.36,11.7,3,12.65,1,0.25,1304.65,4.83
32.6,8.52,1,13.08,0,0.17,396.61,3.27
20.65,2.38,2,16.45,4,0.4,74.8,22.6
51.29,3.22,2,12.62,3,0.11,2315.65,0.35
20.48,0.29,1,14.64,3,0.09,545.22,3.0
100.13,15.59,1,14.82,3,0.39,1345.34,0.22
46.7,2.98,3,13.82,0,0.08,901.52,1.56
43.76,1.65,1,13.22,0,0.17,1121.11,5.68
81.77,5.13,1,11.75,1,0.32,772.62,2.76
103.02,239.25,1,15.26,2,0.07,794.32,0.96
49.25,8.22,2,16.21,1,0.33,2019.8,8.34
28.04,32.22,2,15.99,3,0.06,835.43,4.17
13.22,25.85,3,14.74,7,0.29,1655.01,1.21
29.89,2.88,3,10.05,0,0.33,592.38,1.36
31.47,8.53,3,15.54,0,0.19,3609.92,1.38
54.18,5.99,1,13.78,1,0.43,64.16,20.61
38.6,12.38,2,12.82,0,0.15,476.2,88.14
83.76,27.11,1,15.32,1,0.09,196.62,17.14
31.57,3.58,1,14.45,0,0.19,352.51,0.31
47.91,15.19,2,16.02,0,0.17,129.84,1.82
121.51,2.1,1,14.68,4,0.19,691.38,2.04
64.61,8.55,3,13.47,1,0.22,13.43,6.58
47.8,9.42,1,13.3,3,0.03,878.36,14.59
31.83,27.87,2,15.22,3,0.18,2795.94,5.68
31.1,5.9,1,11.32,0,0.04,176.71,6.4
26.42,0.31,1,13.0,2,0.05,1072.73,15.75
33.32,16.6,1,9.61,1,0.35,300.17,2.67
88.13,0.81,1,14.84,0,0.23,157.21,24.25
42.33,4.37,1,15.29,2,0.09,1818.02,96.75
